at,csho,dltt,ebit,ebitda,ni,prcc_c,prch_c,prcl_c,exchg
136.788,5.313,57.102,0.075,,-1.033,16.95,18.2,13.93,11
1517.156,56.811,968.015,284.029,309.329,96.654,41.99,42.79,25.78,11
176.732,35.23,22,-27.023,-25.818,-28.119,17.59,31.04,14.85,11
305.393,37.5,0,-0.351,-0.351,3.932,10.12,10.2,9.64,14
60.001,17.835,0.257,-26.645,-26.606,-26.05,3.75,10.62,2.65,14
384.6,22.7,5.2,106.4,113.4,32.4,12.29,18.75,8.26,14
27655,488.3,3498,120,1537,-656,56.57,63.73,53.78,11
463.954,105.815,17.352,20.854,21.723,25.385,12.22,22.8,8.38,14
105.299,21.185,34.146,-29.603,-28.381,-33.547,19.01,31.54,15.745,14
9773.3,572.8,5129.6,577.1,976,37.8,18.15,19.585,13.33,11
31761,1716.681,7451,-8596,-8124,-8506,29.74,47.08,25.58,11
1988.225,7.306,4.234,42.671,45.023,24.824,56.06,59,42.35,14
47.559,5.975,0,-0.339,-0.339,0.167,10.1,10.25,9.86,14
404.772,50,0,-1.857,-1.857,2.309,10.7,11.04,9.76,14
94.359,23.189,24.897,-57.439,-56.777,-59.037,4.01,15.99,2.76,14
356.168,27.499,3.333,-37.482,-34.794,-33.737,56.33,109,13.86,14
48.389,18.532,1.683,-45.582,-45.582,-45.513,27.28,28.8249,7.95,14
363.582,19.632,75.259,20.078,53.08,-4.753,9.38,17.4,7.7,11
123.428,24.506,0.184,-57.881,-57.843,-55.229,16.01,27.95,12.3601,14
3237.167,18.036,167.865,64.22,69.445,29.22,20.87,21.29,15.82,14
124.37,26.869,0,-39.168,-38.98,-36.98,56.14,72.94,19.35,14
55.459,20.437,0.362,-13.336,-9.811,-25.834,3.63,18.2575,2.1,14
117.91,14.467,0,-0.716,-0.716,0.19,10.06,10.75,9.61,14
320.969,94.818,25.158,-46.548,-29.995,-51.55,20.07,35.2482,14.12,11
321.515,39.531,0,-0.487,-0.487,2.5,9.8801,10.1,9.625,14
210.013,50,69.182,46.792,57.798,23.322,21.45,24.7577,14.62,14
1441.706,555.36,196.378,-557.878,-530.751,-571.058,22.48,42,19.53,11
291.605,35.938,0,-0.564,-0.564,2.513,9.95,15,9.4,14
113.001,20.339,5.627,-44.271,-43.026,-41.975,7.5,16.898,4.89,14
110.194,17.994,1.251,-26.299,-25.339,-30.608,9.43,14.91,6.2401,14
3450.368,100.67,454.179,84.695,210.395,120.534,41.28,42.65,29.03,11
42397,748.577,541,856,1856,-959,29.56,32.78,24.1,11
1404.906,212.948,0,-146.065,-122.552,-141.779,49.87,101.88,44.581,14
232.661,28.75,0,-0.393,-0.393,1.206,9.94,10.2,9.72,11
487.594,237.458,27.899,30.988,32.72,32.555,21.86,22.4,8.53,11
74.424,17.737,10.467,-53.233,-53.05,-58.789,5.89,10.74,4.2,14
3791.371,306.874,1692.8,7.242,207.784,-210.977,16.8,18.45,12.7,11
0.938,46.274,0,-25.039,-24.974,-25.104,4.15,5.94,0.95,19
236.36,31.938,2.535,-30.461,-26.89,-33.539,23.5,44.25,17.11,11
157.291,31.243,0.639,-22.418,-17.67,-25.084,10.9,31.88,8.48,14
228.75,32.862,0,-35.678,-35.228,-32.325,28.32,39.04,19.21,14
631.679,123.658,91.791,-264.74,-264.74,-260.587,35.05,48.36,17.61,14
187.102,34.139,9.927,-65.803,-65.538,-63.188,15.83,18.2777,7.41,14
138.118,28.568,0,-45.651,-45.651,-43.755,22.195,34,16.06,14
195.715,27.97,0.053,-72.571,-70.874,-67.484,15.47,23.65,9.51,14
912.302,125.238,36.607,-78.391,-70.6,-68.606,29.92,55.1203,24.05,14
247.435,30.11,0,-46.988,-46.167,-43.328,17.16,33.5,12.0301,14
932.321,401.368,200.439,-251.33,-220.685,-252.37,29,41.34,21.68,11
466.93,85.872,0.109,-95.267,-81.859,-96.746,18.85,30.05,12.58,14
253.617,31.25,0,-0.561,-0.561,1.403,9.87,10.17,9.6,14
393.024,26.013,0,-45.405,-45.347,-43.957,75.34,152,11.24,14
721.782,14.875,16.601,-20.192,,-19.324,12.6,33.12,11.75,14
405.375,50,0,-0.568,-0.568,2.998,10.051,10.3,9.82,14
175.768,22.245,0,-0.954,-0.954,0.36,9.95,10.42,9.68,11
61.062,89.4,5.411,41.293,41.454,35.251,3.64,5.18,0.34,14
21.744,15.387,0.091,-15.02,-15.02,-34.188,3.95,8.23,3.43,14
5.718,7.504,0,-2.833,-2.828,-2.777,4.1,13.56,3.28,14
2015.509,136.687,752.131,98.31,139.04,-309.324,2.45,6.24,2.45,14
697.836,86.25,0,,,,10.3264,10.49,9.81,11
174.371,21.988,0,-0.459,-0.459,0.892,9.86,10.12,9.69,14
1061.817,245.611,12.324,133.375,133.39,120.458,8.86,11.19,6.97,11
24.523,10.59,0,-10.916,-10.916,-12.307,8.43,72.65,3.16,14
19.908,8.691,0.795,-4.001,-3.905,-4.03,17.8386,44,4.9,14
15.672,5.298,1.966,0.921,1.542,-0.428,2.48,26.09,2.2,14
174.794,22.813,0,-0.44,-0.44,0.958,9.94,10.35,9.775,11
172.479,25.673,59.493,2.187,8.554,-17.601,8.74,11.75,5.75,14
731.649,132.346,4.402,-119.643,-104.032,-112.333,31.11,44.72,23.76,11
146.712,22.6,3.251,-54.743,-54.604,-52.553,24.52,28.31,6.5126,14
110.439,22.654,0,-58.626,-56.573,-82.677,16.64,19.2999,4.37,14
158.758,36.598,21.54,-15.298,-1.374,-20.293,26.64,31,22.05,11
724.557,89.744,66.815,51.051,69.249,38.291,27.12,34.87,21.297,14
302.36,36.679,49.854,-54.419,-45.207,-60.096,34.7,49.85,26,14
560.561,95.301,0,-59.302,-53.391,-55.27,25.06,45.68,15.12,14
2487.067,83.981,1355.808,-17.313,33.499,-144.351,11.16,12.464,8.01,11
119.746,17.131,19.289,7.328,7.686,5.277,34.37,39.77,15.26,14
45.074,5.783,0,-0.335,-0.335,-0.031,9.95,10.24,9.85,14
454.11,56.25,0,,,,10.4,10.48,9.9,14
204.765,25.156,0,,,,9.9,10.3,9.78,11
7.912,16.45,0,-3.833,-3.831,-3.877,3.95,5.6899,3.6501,14
2877.234,43.058,0,86.577,95.314,38.89,16.13,21,15.02,11
317.172,39.265,0,,,,9.8,10.06,9.63,11
1307.435,327.518,0,-33.4,-20.457,5.709,8.47,11.88,7.01,14
76.41,8.335,2.424,1.736,3.901,1.456,25.45,28.8,14.75,14
84.602,21.833,0,-43.629,-42.299,-42.997,27.61,42,11.85,14
510.036,107.18,16.227,-59.594,-49.816,-271.464,,,,14
255.871,32.306,0,,,,9.95,10.11,9.74,14
2042.08,280.853,509.985,-170.847,-104.526,-418.024,25.3,27.48,17.05,11
4931.233,51.969,314.664,49.478,54.796,28.473,14.42,15.5,11.11,14
1275.364,195.191,18.01,-306.556,-301.175,-310.15,9.6,14.88,8.34,14
2201.874,27.003,1602.58,145.883,159.984,61.598,23.8,25.84,14.22,14
59.456,48.471,3.932,-2.612,-2.553,-54.842,1.97,9.8,1.33,19
13.894,4.511,0,-6.045,-6.028,-6.936,3.78,14.8154,2.91,14
46.912,13.518,0,7.885,8.285,-0.29,7.09,8.55,5.4,14
348.39,43.125,0,-0.379,-0.379,2.081,9.95,10.87,9.775,14
253.077,31.25,0,,,,9.91,10.54,9.8,14
815.284,49.034,735.654,44.316,118.006,-27.052,4.11,9.17,2.95,11
6158.3,158.7,1507,297.5,426,217.6,29.64,30.8,25.65,11
2589.547,706.368,1335.488,37.855,95.724,-75.92,3.73,3.87,2.64,14
218.385,32.799,0.744,59.618,59.92,61.145,39.2,58.76,13.06,14
71.321,23.176,0,-14.615,-7.847,-16.739,2.6,6.28,2.36,14
334.831,43.006,0,-59.239,-59.047,-58.306,38.49,40.5,17.02,14
126.276,17.382,2.951,-28.881,-28.74,-28.175,19.68,21.6,8.61,14
885.645,103.304,173.15,-480.381,-453.045,-114.513,8.74,21.1,7.56,14
352.988,44.56,0,-0.59,-0.59,0.901,9.87,10.43,9.78,14
830.824,300.173,10.506,-107.946,-78.467,-105.828,17.06,22.08,14.5,11
29.187,18.451,0,-11.987,-11.987,-11.87,5.35,5.55,4.52,14
21.155,7.364,2,-1.602,-0.725,-1.674,7.31,12.49,6,12
872.811,79.633,50.941,10.678,43.655,-1.504,24.3,25.45,15.22,11
1038.041,296.387,48.51,-25.147,-12.777,-16.71,37.78,44.09,27.55,14
277.692,34.375,0,-0.268,-0.268,0.785,9.83,10.07,9.7,14
231.839,28.75,0,-0.385,-0.385,0.656,9.87,10.1,9.77,14
384.054,50.618,0,-89.691,-89.507,-86.429,27.15,33.6985,18.2,14
18.144,8.481,0.073,-24.172,-24.144,-23.877,1.5,5,1.22,14
512.071,107.649,0.9,-172.349,-167.832,-174.683,12.575,16.5,11.6504,14
261.35,30.485,12.244,-44.498,-43.901,-43.133,38.16,57.4154,16.1,14
605.923,96.242,19.837,-29.071,-22.005,-31.251,76.25,88.98,45.11,14
447.75,27.853,322.57,20.086,23.896,2.546,33.07,35.99,6.15,14
223.218,30.845,0,-20.675,-19.862,-18.746,17.53,20.49,11.17,14
133.608,21.023,0.303,-29.544,-29.533,-28.06,45.89,53.11,15.1,14
895.106,226.779,77.322,-206.651,-168.613,-200.934,33.88,38.75,12.525,14
13.352,10.588,0,-4.324,-4.324,-4.225,16.6,48,8.35,14
150.434,84.188,0,9.827,11.96,-8.569,27.45,32,13.29,14
174.208,22.108,0,,,,9.85,10.29,9.8,14
16.807,52.625,1.235,-14.163,-14.102,-20.243,0.52,8.62,0.235,14
141.468,24.034,0,-18.683,-18.579,-16.943,13.97,18.28,7.555,14
257.178,24.728,23.412,-27.318,-27.31,-255.131,31.14,47.8381,18.51,14
150.386,23.613,25.641,-2.34,9.365,19.576,6.42,12.56,6.0316,14
299.65,111.768,3.046,-86.302,-84.791,-86.386,14.08,15.49,12.01,11
139.256,17.4,0,-0.173,-0.173,0.242,9.8,10.1018,9.65,11
130.808,37.494,0,-3.284,-2.676,-3.981,7.39,14.5,7.3062,14
143.209,21.367,0.512,-47.301,-47.282,-45.711,24.44,27.73,13.26,14
3245.103,27.457,37.583,93.724,97.856,66.865,18.99,19.09,15.27,14
130.851,16.372,0,,,,9.74,10.01,7.72,14
627.908,72.93,0,-77.087,-76.392,-73.3,15.52,15.92,11.04,14
123.376,24.812,0.534,-50.691,-50.424,-51.93,13.16,14.9432,8.16,14
95.553,13.789,0,-26.64,-26.623,-57.42,26.29,46.19,16.6,14
318.246,39.531,0,-0.264,-0.264,0.351,9.75,10.14,9.7,11
252.271,31.915,0,,,,9.75,10.64,9.75,14
67.922,11.406,30.243,-19.162,-18.58,-22.425,12.95,15.05,10.78,14
131.868,19.861,22.048,-21.578,-14.195,-23.385,10.07,15.59,7.8,14
348.446,43.125,0,,,,9.8,10.15,9.75,11
58.101,7.188,0,,,,9.83,10.15,9.8,14
164.173,7.903,0,3.626,,3.591,19.03,19.09,18.3,11
123.391,14.968,7.94,-4.873,3.4,-6.607,25.5,25.8449,16.05,14
54.213,9.351,0.455,-39.873,-39.393,-32.557,6.92,9,3.57,14
605.546,196.001,22.141,-213.262,-206.263,-210.935,11.55,12.93,6.9,11
,30.75,,,,,20.1,20.43,19.1,11
92.121,22.863,0.856,-22.207,-21.889,-20.563,9.685,10.934,6.13,12
64.543,54.728,4.672,-6.656,-5.841,-6.972,10.75,13.7,7.84,14
178.46,34.679,0.07,4.582,5.579,2.297,5.795,10.62,5.5,14
142.385,156.675,1.924,-151.448,-149.48,-148.572,6.1,13,4.55,14
191.127,28.686,61.229,-18.078,-16.038,-40.619,4.7,7.5,2.63,14
546.122,40.816,395.345,48.249,110.816,-14.996,10.98,12.77,7.82,14
1425.724,365.774,12.61,-233.627,-167.584,-238.484,10.03,10.71,9.43,11
1208.729,132.016,0,107.305,,75.236,12.75,12.75,10.77,11
10852.429,551.8,229.134,366.987,389.666,268.802,38.52,40.5,32.1,14
117.404,19.977,23.634,5.281,7.929,-5.512,8.5,11.35,6.7,12
189.591,48.845,18.196,-47.268,-43,-46.807,16.05,18.75,15.6,14
109.387,54.655,0,-63.778,-63.757,-66.388,15.87,16.64,13.7,14
307.252,88.065,102.785,31.274,37.06,-75.285,8.83,10.9399,8.66,14
70.762,103.542,0.357,-27.605,-27.167,-27.797,4.78,11.9,4.3273,14
34.909,5.162,4.863,-4.789,-3.468,-7.761,1.39,1.49,0.94,14
14.468,15.593,0.094,-8.025,-8.008,-21.312,8.75,11.43,7.25,14
509.317,81.637,334.692,33.185,75.858,-5.864,12.5,12.7,10.2,11
17370,91.558,12584,474,898,47,33.34,66.57,25.92,14
19.458,6.018,0.715,0.607,1.027,0.287,1.61,2.8,1.46,14
1984.076,151.402,512.525,240.013,296.646,147.121,4.86,11.37,2.52,11
33230.935,523.039,13053.024,1878.876,2516.453,1399.512,35.47,44.655,24.25,14
4126.624,46.122,1203.8,327.477,486.383,223.984,29.29,34.15,22.84,14
118.497,11.423,1.564,-5.259,-4.872,-5.611,5.38,19.88,5.055,14
4232.964,46.676,1978.022,234.716,,258.699,108.28,112.64,89.54,11
2370.139,30.603,1854.743,148.079,281.046,100.263,40.17,59.6,37.2,14
396.9,37.679,58.7,65.3,69.4,48.5,25.16,26.57,18.49,11
18944.2,191.699,4333.6,1169.5,1565.7,326.7,77.8,81.75,61,11
720.353,5.899,13.598,11.13,11.356,5.5,14.87,15.99,11.6639,14
218.161,50.371,1.264,-23.418,-20.191,-17.115,2.66,3.5,2.42,14
126.281,4.506,2.189,8.566,9.054,6.787,16.2,16.24,9.845,14
95.379,15.915,0,1.541,3.514,-1.32,2.6832,3.17,2.43,14
8072.864,100.784,4131.618,377.681,668.164,-310.577,5.32,5.76,2.82,11
827.879,3.566,0,14.796,15.953,9.741,53,54.4895,30.61,14
58.509,20.24,3,0.2,3.329,-12.085,1.65,3.2475,1.04,14
157.712,0.553,63.503,9.223,11.841,3.203,72.01,104.44,68.27,12
17995.44,114.353,13482.19,496.315,505.014,169.183,16.54,17.28,14.9,11
1526.164,270.485,1816.28,974.045,1035.864,744.602,11.62,15.35,9.6,11
5385.641,25.871,2377.734,193.611,420.011,-293.113,27.57,60.72,20.61,14
3918.974,224.855,954.215,153.93,,135.733,13.92,15.4912,12.54,11
381.125,22.925,79.627,76.856,82.906,130.862,39.7,42.6399,29.36,14
3303.24,85.87,1400.565,260.867,376.267,50.201,58.28,65.09,42.14,14
9033.967,164.563,6137.587,377.046,377.046,259.75,24.33,28,22.51,14
249.385,19.496,56.957,-13.418,-2.859,-12.919,16.5,17.4,7.11,14
25394.545,419.811,3671.333,3131.788,3626.334,2909.034,295.94,298.5,147.38,14
57.633,14.616,11.816,-3.893,-0.593,-10.103,3.24,3.54,1.15,12
37885.361,405.619,2506.432,1868.397,,1636.319,42.89,43.025,25.0748,14
61.197,38.476,5.774,10.451,11.792,10.722,3.98,6.9,1.69,14
4145.901,84.248,1797.3,408.495,487.355,-1497.702,27.79,38.885,19.93,11
869.736,35.052,264.287,73.126,111.406,40.773,88.44,96.31,60.15,14
2016.24,52.29,106.507,357.339,374.152,316.821,166,270.23,127.04,14
27324.051,40.799,803.741,1024.865,,1009.461,276.84,279.99,204.835,11
1562.7,73.5,233.5,52.8,125.8,4.6,27.23,48.4,20.1,14
26330.094,44.148,1202.105,1055.285,,748.798,196.02,201.355,127.22,11
12490.5,38.4,653.4,559.6,581.2,425.1,136.67,140,107.3918,11
5834.044,137.704,2109.635,-281.258,74.338,-357.214,7.19,12.64,4.77,19
353.637,9.591,127.774,37.492,46.564,19.175,20.5,25.71,12.5,14
1483.266,40.074,621.672,341.246,370.087,261.575,212.38,228.19,141.825,14
,18.758,,,,,5.85,6.05,4.32,11
56711.998,79.51,5119.03,2647.015,2786.401,1287.514,213.13,252.49,199.83,11
17311.394,125.843,10701.326,1755.53,2370.682,810.981,75.03,75.3,43.4,11
12604.031,35.752,335.122,236.628,262.061,146.278,56.59,64.2,50.21,14
2309.272,669.829,291.574,-196.507,-102.7,-314.925,1.47,3.935,1.33,14
7151.101,143.353,799.175,732.966,905.666,694.734,66.72,81.68,56.58,14
6.556,49.377,0,-3.998,-3.898,-7.524,1.39,1.68,0.2924,12
1471.7,30.897,558,139.2,197.2,85.8,41.99,46.645,24.35,11
90.685,6.568,0,9.47,9.565,7.175,10.33,10.44,4.04,14
15984.49,990.622,2447.373,3009.918,4684.76,1348.588,28.5,31.48,24.27,11
1532.406,38.358,412.065,84.557,110.704,64.941,71.2,72.26,40.76,14
13156,361.102,2896,2607,3153,1785,206.54,208.33,121.47,11
2557.055,62.587,1647.678,724.649,829.945,592.198,233.65,255.21,174.95,11
1054.057,12.044,55.982,155.823,212.05,110.041,377.85,444.645,230.925,11
7017.776,28.157,559.082,82.807,88.737,41.279,21.605,23.75,18.8,14
3546.279,21.255,2710.222,158.906,160.199,-7.977,5.26,8.03,2.81,12
126.322,23.346,9.532,3.932,7.523,1.148,7.06,7.19,4.52,14
7522,219,1239,931,1124,819,62.25,78.35,44.55,14
138522.23,1786.275,26560.942,6725.241,15821.654,166.083,30.96,36.34,28.54,11
310.245,9.747,7.468,30.918,43.631,27.902,33.31,34.8,18.04,14
37.526,15.708,0.25,-9.281,-7.381,-10.102,0.895,2.39,0.81,19
172.957,32.352,330.615,-129.597,-123.921,-132.694,3.98,48.8,3.54,14
4388.926,130.067,952.308,571.565,704.578,681.813,110.9,114.73,90.28,14
5365.793,285.93,793.536,222.046,380.836,213.81,17.83,18.215,12.85,14
13209.597,36.704,291.685,262.717,293.514,149.129,49.74,50.24,40.8031,14
163.014,109.384,39.188,-169.055,-168.955,-172.871,11.1,11.42,3.87,14
18.347,9.766,2.615,-7.641,-7.254,-0.742,0.76,1.5095,0.6,12
2311.237,55.222,266.431,406.923,471.912,288.865,78.47,86.87,64.59,11
752.706,47.685,120.447,60.058,92.959,17.637,9.46,10.25,8.91,11
70817,359.57,4549,2740,3191,2085,60.77,62.75,42.77,11
399.623,21.62,262.058,10.911,17.859,-5.886,1.86,3.2147,1.63,11
5.489,71.219,0.003,-13.325,-13.316,-13.162,2.2,2.75,1.32,14
774.673,44.466,369.943,102.003,124.608,101.983,37.67,75.63,36.5,11
3.692,5.775,0,-8.417,-8.149,-7.534,1.8,5.475,1.16,14
16407.4,773.1,7518.8,2753,3517.4,1485.8,42.48,43.38,29.01,11
440.369,27.868,56.57,2.671,2.898,-0.206,1.54,2.03,1.07,14
9.522,57.379,4.169,-16.844,-16.6,-16.458,0.1941,2.45,0.142,14
7933.975,269.032,2604.878,602.729,1073.657,285.501,44.07,44.67,31.43,14
47.489,29.672,0.899,-45.886,-45.766,-56.515,1.82,4.19,1.45,14
3609.905,62.398,316.803,239.56,412.79,185.904,155.15,161.01,102.67,14
28.686,27.414,1.458,-1.401,-1.012,-1.466,0.98,1.48,0.48,14
64.293,83.861,5.594,0.886,2.796,0.226,0.398,0.63,0.284,12
38.091,12.885,2.337,3.022,3.629,3,3.43,4.4394,3.2,12
1093.807,4.593,55.572,13.314,14.847,4.276,13.9,16.25,12.55,14
865.191,5.166,10.875,26.479,27.87,15.512,26.38,26.99,19.25,14
34.813,13.785,1.795,-8.974,-8.286,-8.813,2.23,5.69,1.5,14
541.313,29.224,127.741,-0.753,17.547,-38.191,11.31,13.24,9,14
8.922,10.659,0.041,-0.505,0.343,-0.436,0.4901,1.35,0.391,12
181.097,60.008,0.276,-13.379,-5.37,-32.028,7.4,8.45,3.19,14
45.973,25.814,5.64,-0.284,3.18,-2.68,0.725,1.8899,0.54,14
1093.272,23.772,278.485,95.949,125.075,59.672,40.03,43.09,28.16,14
1718.942,10.881,53.134,36.437,38.056,23.653,22.57,24.7,16.74,14
16.094,9.534,0.026,-3.097,-2.785,-3.604,0.99,1.7,0.782,14
17544.6,221.3,2612,2140,2511.8,2404.3,108.15,141.86,94.59,14
1283.03,32.891,425.445,132.203,176.869,82.77,51.78,58.69,31.31,14
2980.6,54.845,2999.5,81.7,241,-157.7,21.42,28.6,13.58,11
79.535,21.101,3.42,10.191,12.381,2.419,1.3,1.38,0.5105,14
3862.1,469,449.3,-282.9,-5.6,-412.6,3.73,4.165,2.28,11
13816.816,287.3,10004.252,779.404,1437.605,267.377,31.87,37.32,29.28,11
1991.574,34.016,217.272,160.17,277.057,107.171,51.29,52.64,35.87,14
443.703,26.469,0,8.159,30.791,0.134,7.21,11.84,5.64,11
105.535,64.78,22.01,-70.245,-68.217,-153.723,2.78,4.75,0.8214,14
125.466,23.369,44.038,-1.463,11.983,-13.72,4.92,9.68,3.9464,14
348.07,11.479,167.648,-2.363,4.837,13.534,18.455,18.456,7.64,12
1998.348,61.735,1227.057,150.854,271.726,68.632,21.85,24.89,19.05,11
1499.7,89.186,292,-81.5,1.7,-80.8,7.515,9.98,5.02,14
20.219,10.387,6.128,-12.443,-11.651,-9.533,0.544,14.8104,0.381,12
199.391,18.001,4.765,-18.581,-8.803,33.255,11.13,11.8924,8.64,14
40.107,7.459,5.17,-5.169,-3.448,-5.669,3.25,6.156,2.8,14
413.954,0.995,0.176,9.906,10.42,6.32,67,79,50.3,19
231.177,42.173,85.609,5.585,26.138,-15.979,1.15,2.16,1.04,14
45.392,14.838,55.485,-10.717,-9.1,-18.276,3.28,6,1.7,12
192.292,15.05,3.897,8.926,15.955,12.176,16.3,17.8675,11.15,14
95.762,33.184,0,17.637,23.89,15.377,5.47,8.11,5.04,12
390.81,30.933,0.345,-6.612,-6.597,89.755,32.32,42.7678,30.45,14
913.87,8.472,21.316,17.083,17.947,7.963,11.1,11.86,9.54,14
8629.002,34.97,665.887,184.408,197.806,116.433,37.88,38.33,29.83,14
2228.557,91.94,208.147,-198.356,-51.056,-499.942,0.06,5.03,0.0501,19
31.651,30.531,0,-0.103,2.046,-2.863,1.39,2.09,0.791,14
110122,255.5,6338,3482,4245,2622,136.95,155.09,115.06,11
425.918,10.585,122.927,29.515,48.809,15.398,61.78,90.21,45.011,14
1415.5,41.421,239.81,100.095,168.65,64.081,36.99,38.24,24.135,14
365.222,35.21,200.594,-0.893,16.741,-55.548,1.03,2.14,0.5127,14
2783.142,37.39,451.987,305.595,343.9,216.726,110.66,118.23,63.83,11
5298.452,141.671,160.554,158.257,402.781,107.488,16.6,22.68,15.01,19
1781.01,14.657,12.588,44.545,46.591,24.196,18.14,20.3794,14.07,14
1262.4,48.928,658.2,189.3,243.6,12.4,8.58,38.63,7.1602,11
1541.667,24.647,187.352,15.097,16.961,-1.762,7.27,7.8,4.3,14
1306.04,92.272,86.756,226.555,234.007,37.012,107.49,119.65,67.1,14
25.199,4.258,2.33,0.565,0.921,-0.913,1.99,3.99,1.63,14
16741.1,254.6,7426.4,930.3,1705.5,438.5,61.4,67.73,42.51,14
6748.913,33.823,184.728,108.102,120.213,74.554,37.14,37.89,31.29,14
3407.329,36.194,555.446,216.507,271.879,141.583,46.5,49.27,33.73,14
3407.329,36.194,555.446,216.507,271.879,141.583,46.5,49.27,33.73,14
151.436,37.52,124.005,-16.826,-15.551,-33.226,7.55,8,1.03,14
102.631,97.772,1.019,-39.583,-37.43,-46.032,3.09,4.19,2.83,14
1038.577,7.763,18.31,20.534,24.547,11.973,19.69,19.995,15.76,14
4838.887,85.734,515.299,521.63,582.146,451.295,257.41,260.1,137.14,14
307.164,18.098,183.681,-41.711,-34.821,-64.757,1.58,8.945,1.55,19
6354.46,35.155,316.454,73.977,73.977,36.186,20.89,22.5,16.79,14
12822.394,2012.314,4187.27,-424.174,-226.761,-150.457,0.7362,2.17,0.4009,11
1560.13,38.118,574.174,438.035,498.535,352.79,268.3,305.38,193.83,11
1084.85,7.486,101.107,13.215,16.29,4.417,21.9,22.99,15.26,14
5764.9,145.467,,888.8,912.8,825.7,110.96,132.755,100.63,14
5235.616,227.752,1460.739,358.373,566.933,-41.455,33.8,43.16,25.04,11
1596.755,13.052,15.573,37.653,43.959,21.443,21.67,22.15,18.1,14
8246.145,50.405,275.23,169.278,181.71,88.574,25.54,26.09,20.46,14
10480.206,24.664,111.043,147.631,161.872,126.209,58.93,71.65,52.91,11
984.812,79.599,52.61,-134.878,-113.482,-90.433,79.65,79.82,45.2469,14
1789.408,21.965,80.557,132.455,237.316,81.138,158.9,189.79,106.2,14
37.108,5.162,1.296,0.673,1.865,-4.786,4.14,6.84,2.999,14
165.517,199.815,2.2,-72.505,-72.441,-68.548,1.36,2.14,0.9818,14
1376.788,46.489,426.291,129.191,198.277,77.164,39.62,50.45,26.77,14
5941.155,100.513,3821.785,510.5,764.788,372.111,89.26,89.72,66.15,14
2428.962,65.849,994.212,65.239,137.427,95.975,22.38,23.28,13.34,11
57.555,21.443,0,-4.129,-3.688,-8.34,3.36,4.14,2.66,14
1129.755,17.855,516.645,56.663,71.163,14.533,25.6,28.5,15.27,11
61416,222.622,1645,1453,1602,955,45.37,52.35,34.68,14
36.061,7.47,2.104,0.343,1.714,0.516,10.97,13.5936,8.4,14
6437,91.2,2915.4,199.4,472.2,-346.8,63.81,66.6,35.84,14
11.836,125.803,1.357,-26.472,-25.267,-26.483,0.72,1.439,0.552,14
485.642,5.702,192.126,-1.476,-1.476,100.977,31.8,35.5,20.02,14
555.136,2.549,22.679,10.469,11.673,5.29,35.0967,35.34,19.13,12
19.981,19.995,0.255,-9.544,-9.229,-6.042,0.91,5.57,0.76,14
1940.608,6.356,1198.723,165.632,251.868,66.922,58.91,74.46,33.6,14
10406.199,134.862,7851.909,250.041,281.952,-142.125,1.37,2.45,1.24,11
3549.665,62.786,1484.597,68.668,242.293,39.358,17.29,30.63,13.58,11
9389.527,226.803,8439.51,601.772,1214.634,-422.636,4.69,12.49,1.97,14
263.433,113.3,2.372,-138.923,-138.566,-112.689,3.64,12.15,3.46,14
132.751,165.221,45.836,0.992,3.549,-2.027,4.7,5.13,2.6,14
82.466,36.334,0.112,4.845,9.198,5.5,1.86,2.1997,1.79,11
2473.691,16.38,51.098,45.574,47.003,28.69,25.63,25.9283,19.02,14
1072.084,19.149,591.333,48.25,120.256,45.238,37.96,56.48,32.62,14
769.759,16.86,192.403,54.505,83.828,27.344,28.04,30.98,14.1,14
36620.583,57.822,1714.001,745.155,745.155,355.697,70.9,78.25,59.3364,14
13942.7,81.085,4558.2,652.7,762.3,435.8,50.22,53.81,39.93,11
516.934,21.655,17.274,146.19,160.72,100.526,78.55,119.37,58.3,11
2980.333,51.858,1854.858,197.027,335.195,-28.126,25.27,29.38,11.16,11
13149,385.887,2663,-458,75,-6095,25.05,32.63,18.05,11
7180.965,52.886,2927.258,143.224,392.324,-284.99,8.76,15.63,6.56,11
73.081,9.272,33.215,-1.701,0.53,-0.649,3.93,6.32,3.7,14
72.89,37.163,4.348,0.062,2.078,-8.921,4.19,4.56,1.15,14
6958.3,46.068,914.3,55,119.6,-31.5,2.17,3.76,1.9,11
909.113,13.5,14.198,99.529,113.729,69.082,84.29,99.63,67,14
16059,1749.127,7759,1845,3891,621,2.53,3.275,2.07,14
1769.006,55.6,440.162,267.426,342.526,173.553,40.98,69.79,35.03,11
8275.765,214.503,2702.885,986.88,1302.057,671.103,34.04,39.35,25.025,14
639.16,18.644,188.232,7.873,39.064,-9.57,41.7,51.75,30.76,14
6597.641,122.579,3574.147,272.703,601.022,95.999,20.48,24.04,17.7,11
4883.868,62.147,2108.213,38.421,380.599,-0.212,73.195,97.31,56.64,14
18.169,3.972,2.034,0.451,0.596,0.686,1.62,3.9,1.55,14
42.75,3.318,5.58,-21.105,-17.64,-32.913,1.19,128,0.65,12
12843,133,4379,1220,1549,858,106.79,108.95,79.93,11
6083.9,23.2,1669.1,500.1,582.5,271.5,147,165.265,74.87,11
915.296,2.709,22.207,14.99,16.627,7.954,32.53,37.75,29.07,14
788.22,17.604,284.024,66.122,91.296,36.035,39.81,45.66,27.31,14
