at,csho,dltt,ebit,ebitda,ni,prcc_c,prch_c,prcl_c,exchg
616.066,101.397,0,23.495,39.59,36.881,25.66,37.72,16.55,14
3244.884,49.944,303.047,92.002,94.073,29.248,8.1,10.78,6.75,14
82.143,15.138,19.845,-27.913,-27.229,-25.991,10.87,15.5,4.255,14
321.516,53.892,0.706,-11.094,-5.986,-9.603,3.22,5.8999,2.73,14
3201.599,177.551,817.236,177.982,292.696,117.305,13.455,13.85,7.02,14
16.703,17.865,0.122,-11.454,-11.216,-10.795,2.14,5.1,1.35,14
2762.644,179.709,362.558,377.321,383.058,329.535,13.89,14.66,7.05,14
2454.901,65.181,1357.858,103.517,,52.498,22.42,23.16,18.03,14
7045.828,56,1083.475,86.298,88.916,48.861,11.53,11.99,8.9,14
249870,463.711,4994,-1559,-1463,-1733,24.78,25.175,16.05,11
2897.649,108.819,1751.018,156.521,343.595,-11.122,18.49,18.53,9,14
,8.777,,,,,10.4305,12.3,8.88,11
553.231,96.19,68.865,-211.684,-203.693,-197.614,17.42,28.865,14.24,14
169.951,28.112,7.587,-39.088,-36.079,-40.796,23.63,36.15,17.08,14
188.827,32.051,1.748,-114.93,-114.549,-111.825,32.45,43.75,12.94,14
420.275,25.106,170.077,28.958,53.115,6.984,8.99,14.73,7.25,14
728.713,35.908,243.961,34.414,52.694,14.117,18.41,23.26,13.02,14
69.024,25.914,0,0.639,2.106,1.421,1.33,4.23,1.12,14
30.483,12.59,0,3.036,3.083,-0.307,0.75,5.0264,0.727,14
3882.243,160.022,1039.004,272.277,454.466,9.099,6,8.685,3.73,11
39.778,16.122,0.349,0.919,2.574,-0.9,2.02,3.9,1.35,14
6950,111.033,3111,216,659,-671,13.5,22.3499,9.72,11
58.947,40.031,10.927,-50.555,-50.468,-50.874,7.36,14.7434,2.87,14
82.596,37.953,10.668,9.22,15.62,8.525,6.2,8.73,3.25,14
14.698,17.101,0,-21.309,-21.294,-21.157,4.48,6.9826,2.55,14
21.702,34.668,0.037,-1.341,-1.009,-10.288,0.82,23.35,0.65,14
117.309,14.313,3.018,-1.416,-1.416,0.82,10.59,10.8029,10.01,14
4.517,15.399,0,-9.55,-9.52,-9.47,0.3996,13.556,0.39,14
2846.8,92.433,1601.2,168.9,528.3,12.7,15.34,17.06,10.33,11
3627.757,328.336,0,-50.832,-18.902,339.732,34.16,53.43,18.28,11
7411.3,290.157,3028.5,366.4,588.6,690.1,13.76,17.6,6.76,11
79.169,24.403,0,-73.242,-73.186,-73.703,4.64,9.0311,2.69,14
103.471,45.988,5.147,-119.318,-116.494,-117.223,4.45,32.85,2.75,14
61.301,20.403,1.373,-25.95,-25.063,-24.609,17.15,21,5.71,14
282.667,34.375,0,-2.249,-2.249,2.594,10.54,10.55,9.77,14
93.912,36.445,0,-84.875,-84.75,-82.739,1.49,11.96,0.94,14
16.609,5.08,0,-17.208,-17.208,-19.292,4.3,89.5,3.54,14
372.121,54.769,46.492,-76.151,-75.725,-77.27,22.76,27.59,10.76,14
240.442,33.563,95.346,-94.787,-90.655,-90.034,12.17,30.25,11.34,14
16083.652,753.622,9734.225,339.759,2328.841,-424.15,7.93,9.705,4.25,11
224.313,26.547,0.013,-17.325,-12.79,-17.144,62.86,65.43,10.3,14
743.177,61.88,10.967,87.101,89.573,82.607,12.02,19.66,7.27,11
834.964,47.159,24.193,183.15,222.004,85.612,34.32,40.68,24.23,11
254.804,31.25,0,-0.527,-0.527,2.75,10.02,10.07,9.6,14
36.392,18.087,1.029,-33.601,-33.445,-32.968,14.61,14.8,3.33,14
215.694,26,0,-0.876,-0.876,2.611,10.67,10.85,10.32,14
207.231,25,0,-5.426,-5.426,-1.317,10.34,10.79,9.22,11
12.531,17.078,0,-25.451,-25.323,-26.958,7.2,8.3,3.36,14
604.162,127.253,0,-21.934,-10.628,-28.655,46.5,89.54,38.0258,14
5.257,4.062,0,-2.477,-2.477,-4.902,0.88,6.3599,0.51,14
5.297,39.478,0,-23.883,-23.861,-27.049,0.5571,4.32,0.403,14
8188.694,109.61,402.883,93.23,98.332,54.717,16.94,17.2,14.25,14
7414.306,128.539,4976.907,-210.606,,-414.512,13.16,17.99,11.18,11
639.3,107.107,470.8,18.6,108.6,-72.9,1.04,12.37,0.8867,12
147.724,22.494,35.8,16.214,20.522,-4.027,8.71,11.04,4.2,14
22.448,20.822,0.062,-0.29,-0.176,-16.826,1.2,9.47,0.66,14
37.032,48.255,1.472,-10.865,-8.041,-18.645,0.3505,5,0.2543,14
2268.83,28.974,162.233,48.898,50.097,31.403,13.78,13.9,9.69,14
203.11,45.925,0,-88.709,-85.131,-84.71,10.1,13.66,6.3,11
179.604,21.563,2.225,-1.361,-1.361,1.937,10.5,11.485,9.75,14
94.689,12.309,1.351,-0.84,-0.84,1.162,10.53,10.88,9.94,14
2699.2,417,850.1,-79.5,94,-52.7,17.91,26.49,16.08,14
179.877,45.274,0,-10.989,-10.917,-18.016,5.02,9.5,2.91,14
569.97,170.327,116.239,-66.024,-60.678,-56.702,2.57,5.7,1.95,11
5747.82,184.336,697.998,-51.621,46.009,-208.726,149.55,161.38,108.59,11
142.143,13.93,14.946,-6.696,-4.917,-4.693,17.84,30.86,7.8662,11
49.423,30.663,4.413,-32.178,-30.885,-31.833,0.7202,5.08,0.476,14
2228.431,328.116,518.097,-214.732,-57.128,-185.117,18.62,21.5,12.85,14
848.629,160.677,188.1,31.943,56.526,34.296,6.67,9.4,6.53,11
74.536,13.225,0,-1.1,-1.1,2.533,10.5498,10.6,9.96,14
402.227,114.482,68.401,-86.483,-75.207,-83.394,14.33,24.65,13.04,11
48.871,11.555,2.459,-9.012,-6.123,-11.076,18.51,19.5,5.51,14
310.567,45.117,0,-109.943,-103.625,-103.916,20.7,31.8,11.05,14
548.108,102.179,0,76.069,81.866,63.581,11,15.99,9.38,11
4533,93.8,2125,489,598,157,62.81,63.66,43.59,11
6432.936,733.645,1951.777,-1329.577,694.414,-1482.819,21.11,29.18,14.35,14
1584.899,7.715,190.814,28.7,30.169,16.111,25.16,26.69,20.889,14
131.693,27.893,22.077,-57.366,-55.581,-54.789,1.88,6.17,1.15,14
797.714,118.194,49.577,-103.226,-89.777,-95.94,44.92,55.79,22.26,11
824.921,20.447,422.26,46.913,95.133,6.231,3.22,9.3954,1.81,14
1891.138,181.254,627.753,-193.509,-143.292,-208.359,74.11,76.28,38.8,14
2384.622,18.258,86.886,39.677,46.542,21.136,23,23.53,20.23,14
151.221,47.227,0,-91.003,-88.34,-82.177,7.21,16.87,5.61,14
392.242,48.156,0,-3.224,-3.224,3.785,10.37,10.595,9.83,14
1922.825,77.46,579.24,127.315,247.253,52.164,33.78,43.395,23.62,11
9203.619,392.13,3038.232,635.351,635.351,498.001,17.89,19.19,15.02,11
249.966,38.084,0,-9.439,-2.856,-12.884,20.28,26.7699,12.6,14
64.628,15.238,42.161,13.456,15.387,3.567,42.4,51.98,24.05,14
531.769,51.782,42.458,55.429,86.66,43.121,16.87,20.79,8.51,14
125.664,14.473,0,-15.306,-10.148,-15.205,16.05,46.79,10.33,14
23.61,8.016,3.183,-8.21,-6.889,-12.93,2,5.435,1.32,14
181.253,24.107,24.522,-34.897,-34.402,-33.243,74.21,75.91,38.68,11
5405,160.583,2548,367,741,-676,26.44,29.88,16.78,11
90.92,32.171,19.634,-86.357,-84.593,-85.472,4.06,15.89,3.77,14
196.381,29.793,4.168,-54.542,-53.239,-51,13.18,23.35,6.95,14
1031.953,104.083,481.395,-148.755,-132.269,-112.658,17.21,35.7,14.84,14
254.534,54.938,0.955,-151.963,-149.895,-161.867,11.06,28.43,5.01,14
3730.407,96.632,1871.253,175.796,407.243,39.132,18.14,19,12.75,11
5324.626,23.481,335.132,98.183,104.889,53.882,37.84,38.14,30.85,14
25.751,14.869,14.373,-102.021,-101.869,-103.13,4.5,9.3007,1.68,14
27.435,15.966,4.471,-18.142,-17.983,-19.943,5.23,6.249,3.45,14
67.479,11.325,0.65,7.665,9.182,6.475,5.86,8,5.7677,14
1632.703,219.458,10.071,26.14,35.122,67.249,17.95,30,15.12,11
239.158,29.64,0,-0.91,-0.91,2.73,10.3199,10.33,9.7,14
115.263,86.069,0.059,-26.617,-26.225,-26.303,2.86,3.84,1.62,14
161.514,39.261,0,-82.969,-81.126,-76.769,15.16,21,5.41,14
117.689,2.305,49.689,3.007,9.465,0.016,7.8,10.9,6.51,14
951.048,66.425,389.89,123.753,131.057,31.98,8.9,16.42,5.74,14
32.663,13.913,0,-3.789,-3.386,-3.27,5,17.9943,2.18,14
1706.404,41.234,734.872,34.528,126.587,-10.105,26.41,31.93,21.81,14
20.421,29.83,0.15,-8.613,-8.563,-8.325,6.39,8,3,14
355.756,29.624,169.698,-22.725,0.712,-42.058,2.44,8.4,1.765,11
68.424,25.786,0.058,-30.08,-30.016,-28.207,15.89,18.67,6.84,14
1140.109,49.001,520.931,25.239,115.723,-3.647,5.03,9.87,3.37,11
371.826,49.763,67.157,-178.824,-178.067,-176.813,37.74,44.3,19.43,14
336.201,60.022,12.084,-97.197,-92.465,-113.293,8.14,14.3356,4.81,14
220.402,3.71,0,3.248,3.407,0.908,14.12,15.3,12.42,14
216.738,28.25,101.074,-116.56,-109.643,-125.656,21.72,47.08,14.8,14
807.267,77.448,58.301,-55.872,-40.065,-50.214,73.25,94.31,30.67,11
35.462,29.835,1.42,-43.129,-43.02,-45.148,1.59,10.245,1.16,14
676.009,87.013,112.096,-51.348,-35.149,-74.47,8.2,14.04,5,11
11.379,16.393,0,-12.688,-12.617,-12.518,2.63,8.03,1.92,14
5325.338,31.523,62.404,98.001,104.004,47.202,19.45,20.5,14.58,14
89.513,19.208,5.464,-37.342,-36.442,-35.087,4.01,24.6,2.36,14
303.533,44.983,23.71,-141.962,-137.304,-123.849,13.2,36,9.5,14
2928.6,104.648,1137.3,155.528,291.928,44.4,16.87,20.27,10.02,11
349.302,14.444,139.298,11.638,28.202,-3.045,28.25,31.445,18.65,14
650.63,79.063,0,-2.311,-2.311,9.047,10.33,10.5,9.66,11
203.82,38.041,20.703,-38.451,-38.374,-37.835,57.39,66.5587,11.15,14
106.479,33.739,0,-59.613,-59.113,-57.41,3.42,19.99,2.61,14
2743,111,283,-460,-345,-500,15.62,33.11,13.46,11
781.7,56.666,87.349,90.716,109.262,58.16,31.7,35.53,14.07,11
200.514,31.643,0,-75.809,-74.959,-72.965,20.13,28.52,11.845,14
108.987,27.215,58.305,-122.38,-121.302,-125.58,7.05,18.875,6.81,14
46.372,28.73,6.542,-79.849,-78.205,-79.776,1.18,7.51,0.88,14
1322.591,121.037,745.394,-118.968,-40.384,-306.868,7.47,16.63,2.44,11
1975.447,83.761,730.559,69.948,,41.844,24.81,27.0999,13.39,11
162.485,19.406,0,-1.026,-1.026,1.772,10.36,10.766,9.66,14
782.042,37.531,207.943,-8.083,21.717,-40.032,14.65,15.81,9.83,14
91.221,26.438,0,-6.822,-4.636,-7.117,34.35,38.43,4.13,14
1128.526,11.914,22.241,23.75,24.991,13.201,16.47,18.585,12.54,14
343.593,47.983,0.844,-88.532,-88.009,-87.621,39.37,45.3912,5.53,14
773.1,295.872,276.303,-157.931,-144.168,-285.606,2.26,5.86,1.41,14
100.168,18.645,22.517,-26.93,-25.865,-29.044,4.49,19.85,3.96,14
896.33,102.781,465.183,-216.95,-201.101,-321.169,17.13,106,15.567,14
1251.682,7.94,20.04,24.933,26.604,8.009,16.47,17.61,11.62,14
1626.687,19.052,658.668,-18.392,-18.392,46.749,36.8,38.85,25.08,11
5269.78,137.298,3339.328,352.199,510.31,187.176,22.74,29.41,20.79,11
234.097,36.669,38.505,-56.198,-55.665,-52.625,14.35,18.25,8.88,14
394.841,80.016,86.463,-169.601,-166.606,-163.458,9.5,20.085,6.96,14
516.894,48.668,8.112,-91.418,-89.91,-85.372,95.36,139.99,30.32,14
130.377,24.263,4.849,-54.832,-53.945,-50.422,25.09,30.607,14.33,14
399.13,41.719,38.401,-86.055,-85.297,-85.55,47.11,59.4899,4.04,14
4.222,24.873,0,-11.161,-11.07,-12.038,0.61,4.0578,0.5202,14
56.342,6.963,0,-0.447,-0.447,0.825,10.33,10.33,9.78,14
283.62,24.32,2.001,37.84,38.769,28.844,16.64,17.4986,8.93,14
2103.925,131.357,534.556,5.899,55.358,-61.661,10,10.83,9.63,11
78.479,33.563,60.338,-52.668,-49.619,-66.246,5.82,10,2.95,14
30.208,34.274,0,-25.876,-24.748,-29.815,1.24,6.235,0.5,14
2151.2,133.6,1976.8,321.5,409.9,193.2,47.06,49.96,34.955,11
85.996,47.658,0,-44.372,-44.372,-43.285,14.9,22.82,1.52,14
12.565,4.381,0.361,-1.309,-1.144,-1.689,1.5,6.24,1.17,14
153.17,19.06,0,-0.656,-0.656,1.927,10.22,11.25,9.75,14
558.612,98.587,40.663,-86.829,-79.949,-99.013,23.96,36.26,20.29,14
48.777,5.965,0,-0.588,-0.588,0.269,10.4844,10.5,9.9,14
542.712,75.786,29.001,-133.761,-123.08,-85.951,4.21,10.5,2.66,11
761.605,108.603,24.84,5.699,42.114,-4.766,15.62,15.75,9.35,14
116.531,20.649,48.349,-30.941,-27.653,-38.15,27.66,30.0624,16.55,14
4.604,14.887,0,-32.015,-31.766,-31.863,4.85,8.49,3.32,14
10.47,33,0,-8.581,-8.356,-4.301,0.2,5.55,0.0906,14
7.203,29.428,0.984,-2.562,-1.627,-3.93,1.33,4.36,1.1901,19
7163.4,219.885,3077.4,199.2,495.9,0.2,20.44,20.795,13.6,11
68.842,28.231,17.02,-46.823,-44.255,-47.583,4.275,22.399,2.65,14
63.295,30.635,90.338,-138.736,-138.49,-146.745,15.51,15.56,6.4,14
14.377,11.508,1.207,-2.563,-2.427,-2.457,2.14,6.3,1.37,14
44.081,13.77,2.885,-57.73,-56.31,-56.957,1.13,10.19,0.695,12
224.166,42.206,14.579,-104.633,-102.868,-130.124,1.82,13.5,0.402,14
1060.62,118.913,9.181,20.662,39.595,57.899,9.25,14.94,5.51,14
134.988,115.536,33.036,-21.143,-16.495,-15.775,2.95,9.78,2,14
27.967,8.918,0,-29.087,-28.749,-29.681,4.45,12.4,4.07,14
1254.714,150.973,43.324,46.431,47.934,56.142,9.15,10.2,4.52,11
10923.066,1162.507,809.317,-1226.225,-1134.622,-1000.661,37.82,45.25,18.46,14
565.975,69,0,-1.253,-1.253,8.809,10.168,10.17,9.58,11
175.931,21.161,0,-0.8,-0.8,2.364,10.26,10.35,9.61,12
227.306,38.034,87.623,-4.09,8.599,19.609,12.04,16.1,10.31,14
282.979,54.425,0,43.239,53.278,30.508,46.6,49.75,21.42,11
1250,85.309,993,262,286,153,47.42,53.295,24.37,14
8985.8,373.012,2392.2,373,664.1,67.9,29.45,35.46,25.25,11
206.606,25.655,0,-1.105,-1.105,2.35,10.21,10.28,9.68,14
1451.917,31.413,677.423,130.677,208.671,47.58,8.94,11.08,5.35,14
1636.393,43.7,424,219.34,261.676,94.797,17.79,20.24,14.01,14
42.551,5.27,1.5,-1.079,-1.079,-0.291,10.415,11.45,9.84,14
17.072,17.877,4.559,-18.601,-18.154,-18.32,7.2,10.2,5.13,14
15.389,5.346,1.389,-7.142,-5.22,-7.581,,,,14
7985.399,43.146,1042.246,110.771,117.865,51.334,21.79,23.59,11.83,14
7985.399,43.146,1042.246,110.771,117.865,51.334,21.79,23.59,11.83,14
9.433,11.641,0.247,0.358,0.373,0.453,2.95,7.8999,2,14
4657.122,190.007,2501.647,274.911,551.437,96.889,8.23,10.6985,4.17,11
382.736,32.951,0,-58.765,-56.933,-53.792,54.78,61.07,25.35,14
51.034,13.292,1.321,-44.636,-44.494,-43.85,4.97,9.25,3.9703,14
61.022,7.669,0.75,-0.725,-0.725,0.618,10.3,10.661,9.95,14
2227.879,339.599,100.833,-398.389,-284.798,-385.297,10.35,31.5999,7.43,11
802.844,52.145,32.421,9.451,14.517,5.39,19.5,35,12.06,14
290.205,45.964,42.5,37.156,49.893,14.35,7.06,9.53,5.31,14
786.496,54.939,4.73,23.189,36.406,-2.346,44.2,56.74,20.3513,14
859.6,145.982,170,79,98.1,50.2,8.55,14.84,5.49,11
2275,74.826,1437,464,537,313,9.99,19.71,8.46,14
5128,122.873,1269,295,375,36,11.93,26.4,8.6,11
1191.955,160.334,6.075,116.699,118.333,111.199,1.69,7.539,1.65,11
623.4,24.7,243,-28.7,35.4,-96.4,6.44,30.11,4.12,14
156.37,23.099,8.876,-55.468,-50.691,-55.744,11,12.49,7.69,14
231.264,82.06,8.187,-70.34,-68.664,-71.752,6.73,10.8,2.292,14
2094.216,1064.472,1269.849,-1591.152,-1447.688,-1639.106,4.02,10.64,1.19,11
434.076,69.765,1.923,39.522,42.908,41.96,8.04,15.84,7.24,14
422.26,260.456,178.883,-395.451,-392.498,-386.138,3.41,18,2.555,14
808.015,85.719,16.462,-72.951,-48.624,-68.76,20.17,32.86,15.3,11
301.641,38.461,3.714,-51.524,-49.962,-70.292,41.09,44.97,12.29,14
24.47,10.771,0.16,-9.298,-9.298,-7.678,5.8,11.5,3.505,14
184.389,36.333,20.985,-97.94,-93.195,-94.433,8.97,19.517,7,14
446.38,113.604,31.885,-18.732,-12.071,-16.659,10.67,25,9.35,14
962.535,94.261,33.256,-81.949,-70.538,-75.651,78.14,112.215,33.6996,14
23.954,29.035,6.427,-18.198,-16.898,-18.687,15.8499,33.28,11.8,14
358.866,44.413,1.501,-49.19,-48.652,-47.365,71.95,81,5.86,14
66.072,7.906,0,-0.782,-0.782,0.383,10.27,10.73,9.7,14
866.392,10.058,0,18.881,19.73,8.225,18.96,20.04,12.9,14
117.896,209.082,33.235,-31.422,-25.57,-31.513,1.63,98.39,1.23,14
216.366,39.728,1.714,-83.004,-82.838,-81.028,31.25,34.495,18.1101,14
224.295,28.14,0,-7.144,-7.144,-3.322,10.85,11.1,9.65,14
804.259,136.054,296.284,-64.809,-22.714,-73.859,17.87,19.82,11.29,14
463.255,51.846,271.11,3.052,60.067,-270.901,6.99,9.3527,2.2,14
717.802,124.267,51.349,-202.008,-196.805,-184.594,25.98,33.8,24.6,14
20.418,8.913,5.836,-6.186,-4.633,-6.497,1.5,7.205,1.28,14
55.539,17.426,9.681,-26.727,-26.704,-25.6,3.38,13.316,2.555,14
249.716,30.471,0,-0.717,-0.717,-13.923,10.19,10.29,9.57,11
56.845,7.223,0,-0.711,-0.711,0.227,10.22,10.25,9.7,14
101.837,62.327,0,-37.638,-34.633,-36.846,4.95,13.2962,4.55,11
1428.495,13.895,38.603,51.18,52.293,16.895,14.89,15.07,10.21,14
117.009,25.164,34.865,-32.803,-32.029,-38.403,21.5,23.03,14.08,14
82.494,28.766,13.834,-39.736,-39.562,-39.247,6.11,16.65,2.56,14
132.009,48.665,16.821,-84.313,-81.212,-82.548,4.86,14.1,2.0101,11
380.403,66.96,0,-49.34,-41.735,-42.795,18.49,20.5,8.81,14
119.531,14.69,0,-0.484,-0.484,2.09,10.35,10.36,9.73,14
186.994,32.873,4.4,-106.65,-100.539,-107.669,21,35.9505,19.6443,14
803.911,82.857,27.827,-153.131,-140.272,-167.174,64.3,104.1,60.1,11
148.776,17.969,0,-0.774,-0.774,2.579,10.4,11.16,9.71,14
451.742,55.875,0,-0.998,-0.998,7.974,10.28,10.58,9.63,11
55.66,23.037,9.81,-41.041,-40.752,-40.128,7.2,20.071,6.34,14
216.981,74.708,0,22.53,27.187,27.299,8.53,13.6,5.33,14
2712.24,78.582,1448.808,185.552,357.495,33.564,19.75,21.22,12.73,11
,5.955,,,,,22.68,23.2882,18.84,11
68.775,33.671,4.101,-48.245,-46.102,-34.351,4.3,15.0023,2.93,14
1407.426,159.15,867.816,103.258,219.174,33.343,13.99,15.355,9,14
4877.499,277.353,424.785,359.465,400.114,200.307,39.89,45.62,17.99,14
352.558,44.288,0,-2.065,-2.065,4.276,10.12,10.76,9.63,14
111.89,20.852,41.787,-47.964,-44.886,-51.059,12.16,24.63,7.6,11
81.458,73.573,0,-37.489,-36.989,-36.091,1.43,7.8,1.35,14
1188.96,72.39,121.692,34.264,64.528,-0.42,29.02,29.81,22.87,11
12041.709,254.745,6377.483,1071.338,1351.96,-203.743,13.36,22.29,9.17,11
973.946,10.719,34.524,14.962,16.296,5.963,11.31,12.3,10.25,14
219.822,34.111,24.786,-80.599,-79.408,-79.935,27.71,43.37,13,14
226.011,27.565,0,-0.697,-0.697,2.873,10.12,10.14,9.61,14
399.281,96.924,40.019,-172.873,-171.198,-163.422,13.75,21.64,9.78,14
257.816,58.074,63.759,-8.454,6.192,-39.667,3.62,4.8,2.73,14
1870.781,68.582,306.149,284.221,285.789,76.784,4,7,3.93,11
10.491,76.211,3.19,-18.368,-17.861,-18.07,1.93,13.5,1.4,14
6413.8,115.299,706.2,-4.1,20,-47.3,8.7425,16.49,6.75,14
1589.422,336.537,132.364,-545.72,-514.699,-514.021,19.56,29.79,11.54,14
344.642,108.467,0,-99.154,-51.361,-313.984,2.2799,24.84,1.87,11
612.782,62.858,284.892,-53.467,100.682,-93.913,1.89,9.31,1.08,14
721.954,70.461,7.388,29.871,35.987,36.423,3.11,13.63,2.69,11
1500.854,74.929,397.029,-1285.791,-1244.311,-369.67,2.86,9.4564,1.63,14
2645.554,51.65,1574.635,151.197,151.197,98.085,19.76,20.9,16.71,11
204.738,25.25,0,-3.713,-3.713,-0.347,10.16,10.426,8.42,14
1123.814,23.607,619.057,-181.995,-173.354,-33.809,15.67,19.5,8.9,14
83.239,4.5,45.838,-0.264,,-3.016,3.46,9.3,3.27,14
178.973,76.579,123.244,-79.348,-63.574,-291.306,0.322,14.77,0.2125,14
60524,741.499,17714,3556,6229,-1359,54.73,60.52,40.44,11
291.775,35.923,0,-0.653,-0.653,4.284,10.25,10.25,9.52,14
2128.127,18.668,72.268,41.433,44.106,24.846,15.91,16.95,12.25,11
451.923,61.576,19.788,4.38,12.486,-12.443,75.6,239.71,45,14
110.51,13.895,0,-0.387,-0.387,1.762,10.15,10.15,9.7,14
232.29,69.079,0,49.586,53.538,35.667,18.36,48.36,14.35,11
71.619,8.75,0.5,-0.405,-0.405,0.347,10.55,11.9,9.55,12
7.442,37.649,1.528,-12.559,-11.91,-12.154,1.82,5.1,1.16,12
177.154,22.28,0,-1.574,-1.574,0.964,10.18,10.3281,9.2,14
133.061,16.25,0,-0.652,-0.652,1.812,10.11,18,9.56,14
7565.415,1677.224,11.202,564.269,647.997,571.88,11.74,19.97,11.27,11
2923.394,146.71,4.479,415.567,416.665,359.27,9.77,24.45,7.76,14
74.97,18.267,2.563,-45.399,-45.302,-44.568,6.74,17.34,4.56,14
407.939,50,0,-0.821,-0.821,5.445,10.1998,10.88,9.65,14
12.343,37.075,0,0.672,0.722,0.429,1.95,5.1,1.88,14
220.687,104.871,97.549,-29.459,-20.028,-40.454,4.81,310.9,3.56,14
2.836,10.12,0,-7.716,-7.715,-7.705,6.19,13.88,3.26,14
100.703,54.025,4.665,76.8,79.344,75.806,5.26,22.5,4.7657,14
58.601,7.458,0.466,-0.937,-0.937,0.151,10.14,11.33,9.59,14
426.604,61.635,37.196,-182.539,-181.622,-180.307,15.63,27.1497,14.16,14
6.209,20.7,0.648,-2.941,-2.915,-2.243,1.9501,19.5495,1.7796,14
29.052,39.811,1.105,-12.312,-11.985,-12.871,1.19,550,1.09,14
176.604,24.85,13.727,-58.206,-56.606,-55.572,14.79,21.47,9.0651,14
52.743,36.393,1.526,-45.832,-45.548,-71.728,3.26,20.9899,3.1501,14
168.528,23.981,0,-51.382,-50.52,-47.599,14.28,25.47,10.04,14
234.584,28.75,0,-1.093,-1.093,2.086,9.98,10.05,9.03,11
69.812,60.315,0,8.167,8.421,7.795,6.25,14.8,4.11,14
2747.388,125.455,22.142,35.587,37.711,21.268,10.32,19.28,9.41,14
30.681,8.968,0,-11.252,-10.3,-10.787,2.7,7.85,2.62,14
14.447,8.574,0,-20.77,-19.908,-30.679,2.36,11.55,1.85,14
311.658,38.197,0,-0.933,-0.933,3.478,9.99,15,9,14
421.913,69.053,41.471,-113.246,-109.471,-105.385,17.23,27,13.64,14
428.009,4.708,17.584,4.232,4.927,0.449,10.78,10.85,8.66,14
94.518,27.72,0.194,-14.359,-14.171,-50.428,2.26,7.24,2.196,12
19509,620.596,6751,2486,2698,1595,37.07,41.95,29.695,14
19509,620.596,6751,2486,2698,1595,37.07,41.95,29.695,14
82.306,30.128,20.391,-86.66,-85.342,-86.331,5.02,19,4.61,14
284.802,35,0,-0.619,-0.619,3.016,9.95,12.55,9.71,14
156.62,3.616,0,0.142,1.266,-0.239,11.4,14.5,10.8,19
11.096,27.029,0,-26.047,-26.047,-51.255,1.34,7.49,0.72,14
186.478,27.598,70.5,-120.899,-118.199,-123.008,2.72,22.85,1.69,14
3550.856,19.903,173.388,76.599,76.685,62.541,25.16,28.985,18.75,14
3361,111.621,1192,-14,141,-1019,13.2,50,8.16,14
9.993,7.39,0,-11.78,-11.739,-11.313,2.87,11.39,1.9,14
237.149,29.126,0,-0.765,-0.765,2.324,9.99,10.1,9.61,11
308.512,37.519,0,-3.253,-3.253,1.16,10.16,10.34,9.81,14
280.5,35.487,0,-0.779,-0.779,3.367,9.96,11.72,9.71,14
13.141,16.932,0,-12.279,-12.062,-13.752,10.98,29,4.12,14
231.938,31.447,15.277,-51.839,-50.502,-51.109,43.92,68.39,24.58,14
809.06,140.988,3.44,-5.695,-4.943,-6.589,3.55,23.89,3.25,14
305.125,37.519,0,-1.857,-1.857,2.729,9.98,10.09,9.61,11
5691.383,302.596,382.077,-2702.48,-2629.48,-2602.241,43.02,88.6,37.0678,14
137.402,31.255,48.579,-28.065,-27.353,-52.415,40.38,51.5,27.83,14
235.233,51.155,0,-87.204,-81.887,-92.877,13.89,23.6702,6.24,14
58.816,35.141,0.386,9.482,10.404,9.074,2.0102,6.25,2.01,14
202.492,84.191,0,-16.253,-11.832,-13.06,7.01,12.14,3.06,14
5095.334,222.524,30.955,189.819,329.149,126.121,46.35,50.48,33.68,14
85.097,25,0,15.398,16.089,12.688,4.555,5.24,3.91,14
409.493,5.857,21.312,4.037,4.565,-0.079,9.42,10.29,8.74,14
986.042,12.467,143,13.85,14.941,-14.084,15.96,16,12.75,14
600.792,100.84,404.254,95.378,154.495,6.236,5,11.7,3.8,14
14.491,5.281,0,-15.509,-15.411,-6.999,2.65,10.25,2.02,14
242.467,36.121,37.079,34.963,39.79,-18.369,5.049,7.65,4.01,14
293.707,35.938,0,-0.327,-0.327,4.227,10.03,10.32,9.62,11
395.462,23.469,0,46.368,47.184,10.621,50.49,56.7497,18.06,14
10107.38,303.428,4710.294,30.436,57.59,-947.597,16.39,16.73,11.24,14
435.398,77.794,0,-55.559,-53.222,-50.339,23.39,59.82,20.53,11
2128.382,39.891,744.055,57.293,168.385,-9.306,16.74,17.25,9.6,11
57.84,7.428,0,-0.465,-0.465,-0.377,10.02,11.5,9.19,14
153.719,20.653,0,-0.765,-0.765,1.326,10,100,9.65,14
333.492,78.408,6.876,-253.246,-244.374,-254.386,6.73,49.77,4.94,11
784.162,34.041,0,37.218,68.158,21.639,21.44,23.29,17.51,11
1289.845,278.728,64.792,12.696,29.145,25.305,68.04,107.34,59.94,14
422.202,35.915,3.819,-76.824,-76.332,-72.131,62.29,64.47,24.21,14
474.249,212.941,3.983,-46.453,-43.865,-18.061,4.58,18.2,3.8,14
17.56,10.334,0.298,-8.619,-8.409,-9.384,8.3914,44.9,6.25,14
153.202,9.812,12.056,-24.149,-21.549,-28.816,3.255,29,2.35,14
2393.317,569.904,173.392,-1388.866,-1361.075,-1361.371,18.64,36.83,17.39,11
143.745,25.566,9.152,-51.085,-49.642,-43.037,12.23,14.76,6.06,14
12.877,74.983,0.435,-8.742,-8.456,-10.878,0.2203,4,0.165,14
